TF	target	importance	cc	TF_type	target_type	targetN
Uracil	Solyc07g063930.4	45.50576312669896	1	energy	gene	160
Uracil	Solyc11g005770.2	43.70081452261101	1	energy	gene	160
Uracil	Solyc06g074110.3	44.29977181930988	1	energy	gene	160
Uracil	Solyc04g015610.3	44.32616740818142	1	energy	gene	160
Uracil	Solyc01g095930.4	40.54575769501231	1	energy	gene	160
Uracil	Solyc02g091640.3	40.49566686465288	1	energy	gene	160
Uracil	Solyc12g089220.3	44.414730570153154	1	energy	gene	160
Uracil	Solyc10g078320.2	44.42628907792854	1	energy	gene	160
Uracil	Solyc12g042210.2	40.481289702612806	1	energy	TF	160
Uracil	Solyc12g013620.2	44.42718067161795	1	energy	TF	160
Uracil	Solyc11g017470.2	44.47948031981454	1	energy	TF	160
Uracil	novel.1178	40.63640869626507	1	energy	gene	160
Uracil	Solyc08g014030.1	36.824526456189695	1	energy	TF	160
Uracil	Solyc06g009050.3	44.96145643988919	1	energy	gene	160
Uracil	Solyc06g068160.3	44.99784225883872	1	energy	gene	160
Uracil	Solyc07g040990.4	36.98808410885932	1	energy	gene	160
Uracil	Solyc01g100600.4	36.77475083329434	1	energy	gene	160
Uracil	Solyc07g005010.4	43.88949147997018	1	energy	gene	160
Uracil	novel.3786	43.82972732880902	1	energy	gene	160
Uracil	Solyc10g054900.2	40.681493341753935	1	energy	gene	160
Uracil	Solyc02g068040.3	45.30970844756296	1	energy	gene	160
Uracil	Solyc07g009405.1	45.41956849627757	1	energy	gene	160
Uracil	Solyc04g080580.3	38.34195402144224	1	energy	gene	160
Uracil	Solyc01g100440.3	46.46286992043368	1	energy	gene	160
Uracil	Solyc07g063260.4	36.176876249505405	1	energy	gene	160
Uracil	Solyc03g006260.4	36.14303654544037	1	energy	gene	160
Uracil	Solyc02g083130.4	47.50885913090553	1	energy	gene	160
Uracil	Solyc05g006310.3	48.17690121681899	1	energy	gene	160
Uracil	Solyc10g085120.3	47.51043517569499	1	energy	gene	160
Uracil	Solyc05g041540.4	48.13508546508123	1	energy	gene	160
Uracil	Solyc03g007290.4	48.29544603718772	1	energy	gene	160
Uracil	Solyc08g078300.4	38.38909314998953	1	energy	TF	160
Uracil	Solyc01g097290.4	47.52811866676138	1	energy	TR	160
Uracil	Solyc01g103050.3	36.11645527175581	1	energy	TF	160
Uracil	Solyc03g113460.1	39.76331407657377	1	energy	gene	160
Uracil	Solyc08g078920.2	47.348808994399455	1	energy	gene	160
Uracil	Solyc03g082550.3	42.8876992885798	1	energy	TF	160
Uracil	Solyc05g007600.1	38.41702615064396	1	energy	gene	160
Uracil	Solyc01g059950.1	39.71900551735316	1	energy	TF	160
Uracil	Solyc06g084370.1	48.506917068202974	1	energy	gene	160
Uracil	Solyc08g079020.3	47.245286769052335	1	energy	gene	160
Uracil	novel.4622	48.87244888725166	1	energy	gene	160
Uracil	Solyc01g011105.1	36.2274722740446	1	energy	gene	160
Phosphorylethanolamine	Solyc05g051270.3	36.16461449033356	1	energy	gene	450
Phosphorylethanolamine	Solyc05g006990.3	35.25340698592041	1	energy	gene	450
Phosphorylethanolamine	Solyc09g075920.1	38.12187089878786	1	energy	gene	450
Phosphorylethanolamine	Solyc06g068360.3	36.7560754583837	1	energy	TF	450
Phosphorylethanolamine	novel.1304	38.12810821765018	1	energy	gene	450
Phosphorylethanolamine	Solyc01g091920.2	37.97781453705396	1	energy	gene	450
Phosphorylethanolamine	Solyc06g050980.3	37.59994147301395	1	energy	gene	450
Phosphorylethanolamine	Solyc05g055680.4	35.29902531127376	1	energy	gene	450
Phosphorylethanolamine	Solyc02g084390.3	37.38263621760041	1	energy	gene	450
Phosphorylethanolamine	Solyc08g075280.4	36.68344170660608	1	energy	gene	450
Phosphorylethanolamine	Solyc04g009710.2	37.07914313707948	1	energy	gene	450
Phosphorylethanolamine	Solyc11g018490.3	35.38670007442426	1	energy	gene	450
Phosphorylethanolamine	Solyc01g110360.3	35.33990873173733	1	energy	gene	450
Phosphorylethanolamine	Solyc06g068970.3	36.16276565615174	1	energy	gene	450
Phosphorylethanolamine	Solyc10g044510.2	36.1633114073428	1	energy	gene	450
Phosphorylethanolamine	Solyc09g011080.3	35.25273992724802	1	energy	gene	450
Phosphorylethanolamine	Solyc12g089250.1	37.06951974193645	1	energy	gene	450
Phosphorylethanolamine	Solyc01g088200.4	35.8974228584773	1	energy	gene	450
Phosphorylethanolamine	Solyc01g066640.2	35.35950469863988	1	energy	gene	450
Phosphorylethanolamine	Solyc01g005150.3	38.6234728161748	1	energy	gene	450
Phosphorylethanolamine	Solyc03g025330.4	37.5883503004838	1	energy	gene	450
Phosphorylethanolamine	Solyc06g060070.3	37.54138582139704	1	energy	gene	450
Phosphorylethanolamine	Solyc10g047320.2	35.95383715494044	1	energy	gene	450
Phosphorylethanolamine	Solyc05g052980.4	35.810792121853154	1	energy	gene	450
Phosphorylethanolamine	Solyc09g008780.4	37.98290254587923	1	energy	gene	450
Phosphorylethanolamine	Solyc02g089050.4	36.06226321887144	1	energy	gene	450
Phosphorylethanolamine	Solyc02g062170.3	38.02555140708242	1	energy	gene	450
Phosphorylethanolamine	Solyc09g072860.2	36.90381793847988	1	energy	gene	450
Phosphorylethanolamine	Solyc11g011640.1	37.295551978859976	1	energy	gene	450
Phosphorylethanolamine	Solyc11g062260.3	35.054479077184254	1	energy	gene	450
Phosphorylethanolamine	Solyc06g069710.3	38.04164976842216	1	energy	TF	450
Phosphorylethanolamine	Solyc05g006010.4	35.0545477354235	1	energy	gene	450
Phosphorylethanolamine	Solyc05g007280.3	35.9869030426332	1	energy	gene	450
Phosphorylethanolamine	Solyc03g096870.3	36.86387862367728	1	energy	gene	450
Phosphorylethanolamine	Solyc09g083290.3	35.969001173541834	1	energy	TR	450
Phosphorylethanolamine	Solyc08g078640.3	35.066200335213125	1	energy	gene	450
Phosphorylethanolamine	Solyc08g068280.2	38.05116513747127	1	energy	TR	450
Phosphorylethanolamine	Solyc01g087780.2	36.84952243591629	1	energy	gene	450
Phosphorylethanolamine	Solyc07g043070.3	36.840212324043456	1	energy	gene	450
Phosphorylethanolamine	Solyc01g065700.3	35.120733101276485	1	energy	gene	450
Phosphorylethanolamine	Solyc02g062650.3	37.99977567403308	1	energy	gene	450
Phosphorylethanolamine	Solyc06g083040.3	36.96546610221103	1	energy	gene	450
Phosphorylethanolamine	novel.3101	36.81817958833644	1	energy	gene	450
Phosphorylethanolamine	Solyc03g097420.3	38.43230802456064	1	energy	gene	450
Phosphorylethanolamine	Solyc09g082760.3	35.1624091119013	1	energy	gene	450
Phosphorylethanolamine	novel.4588	38.67388059039324	1	energy	gene	450
Phosphorylethanolamine	Solyc01g103470.2	36.80784909400533	1	energy	gene	450
Phosphorylethanolamine	Solyc01g080750.3	35.206859829667145	1	energy	gene	450
Phosphorylethanolamine	Solyc03g119210.1	36.9729098680064	1	energy	gene	450
Phosphorylethanolamine	Solyc12g094640.3	35.213850376953545	1	energy	gene	450
Phosphorylethanolamine	Solyc06g050430.3	38.096313544535406	1	energy	TF	450
Phosphorylethanolamine	Solyc09g009250.3	35.39349859280092	1	energy	TF	450
Phosphorylethanolamine	Solyc08g081370.1	36.98315274931388	1	energy	gene	450
Phosphorylethanolamine	Solyc04g076190.1	37.29100895780081	1	energy	gene	450
Phosphorylethanolamine	Solyc01g095460.3	37.9824060502916	1	energy	TF	450
Phosphorylethanolamine	Solyc02g068490.4	38.10147968400605	1	energy	gene	450
Phosphorylethanolamine	Solyc01g087810.2	38.44164114686004	1	energy	gene	450
Phosphorylethanolamine	Solyc07g055260.3	36.60959287706427	1	energy	gene	450
Phosphorylethanolamine	Solyc11g012020.2	35.647740498047234	1	energy	gene	450
Phosphorylethanolamine	Solyc04g058150.3	35.83918193671857	1	energy	gene	450
Phosphorylethanolamine	Solyc01g100490.4	37.19688273917645	1	energy	gene	450
Phosphorylethanolamine	Solyc04g053010.1	36.37810766517183	1	energy	gene	450
Phosphorylethanolamine	UDP-GlcNAc	37.76186666099887	1	energy	energy	450
Phosphorylethanolamine	Solyc09g009700.4	36.36797600718646	1	energy	gene	450
Phosphorylethanolamine	novel.5148	36.33643635632332	1	energy	gene	450
Phosphorylethanolamine	Solyc10g084120.2	37.426685213320646	1	energy	gene	450
Phosphorylethanolamine	Solyc05g049990.4	35.66379750204209	1	energy	gene	450
Phosphorylethanolamine	Solyc01g097280.2	35.668049737598466	1	energy	gene	450
Phosphorylethanolamine	Solyc11g012200.3	36.24545887798137	1	energy	gene	450
Phosphorylethanolamine	Solyc04g080490.4	38.298218765010056	1	energy	TF	450
Phosphorylethanolamine	Solyc09g082630.3	37.47220004995261	1	energy	gene	450
Phosphorylethanolamine	novel.2402	36.31336029672633	1	energy	gene	450
Phosphorylethanolamine	Solyc12g089130.2	36.39260702436864	1	energy	gene	450
Phosphorylethanolamine	Solyc01g080990.3	35.700796666005026	1	energy	gene	450
Phosphorylethanolamine	Solyc08g062180.3	35.72060221819293	1	energy	gene	450
Phosphorylethanolamine	Solyc02g088320.4	35.72495146709694	1	energy	gene	450
Phosphorylethanolamine	Solyc12g009300.3	38.317791841081664	1	energy	gene	450
Phosphorylethanolamine	Solyc09g075900.3	37.46976640585595	1	energy	gene	450
Phosphorylethanolamine	Solyc03g096290.3	35.7458508209726	1	energy	gene	450
Phosphorylethanolamine	Solyc08g008470.2	35.75487344206639	1	energy	gene	450
Phosphorylethanolamine	Solyc03g112130.1	37.24279420887896	1	energy	gene	450
Phosphorylethanolamine	Solyc06g069590.3	35.77841545196549	1	energy	gene	450
Phosphorylethanolamine	Solyc01g091850.3	37.46676266617184	1	energy	gene	450
Phosphorylethanolamine	Solyc03g097740.1	36.28981904678523	1	energy	gene	450
Phosphorylethanolamine	Solyc01g105380.1	38.34403131011882	1	energy	gene	450
Phosphorylethanolamine	Citric-acid	36.289695966152856	1	energy	energy	450
Phosphorylethanolamine	Solyc07g062730.1	35.80356602918513	1	energy	gene	450
Phosphorylethanolamine	Solyc07g008240.3	36.281513434287945	1	energy	gene	450
Phosphorylethanolamine	Solyc04g076630.3	38.363690944634094	1	energy	gene	450
Phosphorylethanolamine	Solyc02g032940.4	35.39896385684029	1	energy	gene	450
Phosphorylethanolamine	Solyc05g012020.4	36.39628190103237	1	energy	TF	450
Phosphorylethanolamine	Solyc05g007760.2	36.421280578883184	1	energy	TR	450
Phosphorylethanolamine	Solyc01g094610.4	35.406362740526205	1	energy	gene	450
Phosphorylethanolamine	Solyc02g094050.4	37.433967957611415	1	energy	gene	450
Phosphorylethanolamine	Solyc09g008440.1	38.61603163085688	1	energy	TF	450
Phosphorylethanolamine	Solyc04g055250.4	36.594590012488936	1	energy	gene	450
Phosphorylethanolamine	Solyc10g006870.1	38.46322224302773	1	energy	gene	450
Phosphorylethanolamine	Solyc03g112280.3	37.93059307335663	1	energy	gene	450
Phosphorylethanolamine	Solyc10g076510.2	35.435763685538774	1	energy	gene	450
Phosphorylethanolamine	Solyc03g025410.4	35.86118284410066	1	energy	gene	450
Phosphorylethanolamine	Solyc01g081620.3	38.39456136278263	1	energy	gene	450
Phosphorylethanolamine	Solyc05g048830.3	36.47691745133898	1	energy	TF	450
Phosphorylethanolamine	Solyc10g079150.3	35.47679910744514	1	energy	TF	450
Phosphorylethanolamine	Solyc02g093890.1	38.2153641923916	1	energy	gene	450
Phosphorylethanolamine	Solyc08g079550.1	38.59331147037402	1	energy	gene	450
Phosphorylethanolamine	Solyc12g005730.2	37.24447413829272	1	energy	gene	450
Phosphorylethanolamine	Solyc01g103070.2	37.18264764700041	1	energy	gene	450
Phosphorylethanolamine	Solyc12g096900.2	35.50849173875854	1	energy	gene	450
Phosphorylethanolamine	Solyc02g089930.4	37.1298130536698	1	energy	TR	450
Phosphorylethanolamine	Solyc02g071310.3	36.44593266666698	1	energy	gene	450
Phosphorylethanolamine	Solyc04g007400.4	36.04750896212712	1	energy	gene	450
Phosphorylethanolamine	Solyc04g016480.3	35.517886125028895	1	energy	gene	450
Phosphorylethanolamine	Solyc04g054720.4	37.89784116425604	1	energy	gene	450
Phosphorylethanolamine	Solyc04g053000.1	35.546607036950405	1	energy	gene	450
Phosphorylethanolamine	Solyc08g014130.3	38.24765229979048	1	energy	gene	450
Phosphorylethanolamine	Solyc02g081150.1	35.55005287057042	1	energy	gene	450
Phosphorylethanolamine	Solyc09g097760.3	37.50020672843052	1	energy	gene	450
Phosphorylethanolamine	Solyc01g007100.3	36.4236627153996	1	energy	gene	450
Phosphorylethanolamine	Solyc03g005980.3	35.57919394279739	1	energy	gene	450
Phosphorylethanolamine	Solyc01g089980.4	37.157356401083305	1	energy	gene	450
Phosphorylethanolamine	Solyc08g006730.1	35.596139591263395	1	energy	TR	450
Phosphorylethanolamine	Solyc06g034340.3	38.568911614514086	1	energy	TF	450
Phosphorylethanolamine	Solyc03g113910.3	38.58117409393929	1	energy	TF	450
Phosphorylethanolamine	Solyc12g088800.3	36.93231357520386	1	energy	gene	450
Phosphorylethanolamine	Solyc11g007330.2	90.08737659243978	1	energy	gene	450
Phosphorylethanolamine	Solyc06g036470.3	40.24570160308582	1	energy	gene	450
Phosphorylethanolamine	Solyc04g071970.4	41.38417796185784	1	energy	gene	450
Phosphorylethanolamine	Solyc04g006990.3	53.52305482535867	1	energy	TF	450
Phosphorylethanolamine	Solyc05g006000.3	44.60586185385336	1	energy	gene	450
Phosphorylethanolamine	Solyc12g088050.2	53.52616800888157	1	energy	gene	450
Phosphorylethanolamine	Solyc01g099630.4	41.34857029353675	1	energy	gene	450
Phosphorylethanolamine	Solyc01g088760.4	44.737663469732105	1	energy	gene	450
Phosphorylethanolamine	Solyc11g066120.3	44.74136988324532	1	energy	gene	450
Phosphorylethanolamine	Solyc02g084210.1	44.7902526740408	1	energy	gene	450
Phosphorylethanolamine	Solyc02g092770.3	41.28355718065889	1	energy	gene	450
Phosphorylethanolamine	Solyc01g109270.3	41.27743474385574	1	energy	gene	450
Phosphorylethanolamine	Solyc04g050490.4	53.83593502454156	1	energy	gene	450
Phosphorylethanolamine	Solyc08g006750.4	53.92024117365069	1	energy	gene	450
Phosphorylethanolamine	Solyc06g072230.1	41.2174872445442	1	energy	gene	450
Phosphorylethanolamine	Solyc01g109250.2	41.186769661530725	1	energy	gene	450
Phosphorylethanolamine	Solyc07g065060.1	41.08946788593018	1	energy	gene	450
Phosphorylethanolamine	Solyc02g087520.3	44.80494594246361	1	energy	gene	450
Phosphorylethanolamine	Solyc10g049600.3	48.27766237240246	1	energy	gene	450
Phosphorylethanolamine	Solyc11g069420.2	54.0827790008824	1	energy	gene	450
Phosphorylethanolamine	Solyc06g050440.3	41.05146952269452	1	energy	gene	450
Phosphorylethanolamine	Solyc03g111690.4	48.4840022101864	1	energy	gene	450
Phosphorylethanolamine	Solyc09g010210.3	54.45816206633026	1	energy	gene	450
Phosphorylethanolamine	Solyc02g084880.3	41.38833265307277	1	energy	gene	450
Phosphorylethanolamine	Solyc06g059860.3	41.41472080431655	1	energy	gene	450
Phosphorylethanolamine	Solyc10g086640.3	49.12476940365552	1	energy	TF	450
Phosphorylethanolamine	Solyc06g060230.3	44.32622035663401	1	energy	TF	450
Phosphorylethanolamine	Solyc03g026370.1	41.78116267275785	1	energy	gene	450
Phosphorylethanolamine	Solyc06g068910.3	41.6875250120836	1	energy	gene	450
Phosphorylethanolamine	Solyc06g054660.1	52.50396615323785	1	energy	gene	450
Phosphorylethanolamine	Solyc03g031730.3	52.57697864404692	1	energy	gene	450
Phosphorylethanolamine	Solyc02g092580.3	52.79179464469335	1	energy	gene	450
Phosphorylethanolamine	Solyc09g007360.3	52.834294969868736	1	energy	gene	450
Phosphorylethanolamine	Solyc06g007790.1	41.58197795698884	1	energy	gene	450
Phosphorylethanolamine	Solyc06g035520.3	48.89595222308256	1	energy	gene	450
Phosphorylethanolamine	Solyc05g007940.3	48.83874858845441	1	energy	gene	450
Phosphorylethanolamine	Solyc08g080470.3	52.9780758607868	1	energy	gene	450
Phosphorylethanolamine	Solyc05g008890.3	53.09279701051524	1	energy	gene	450
Phosphorylethanolamine	Solyc11g040340.3	53.16138944712526	1	energy	gene	450
Phosphorylethanolamine	Solyc01g080490.2	53.18974451854039	1	energy	gene	450
Phosphorylethanolamine	Solyc10g005060.4	41.459875598582784	1	energy	gene	450
Phosphorylethanolamine	Solyc02g086130.4	44.43538219554336	1	energy	gene	450
Phosphorylethanolamine	Solyc03g095500.3	53.268252826835344	1	energy	gene	450
Phosphorylethanolamine	novel.3575	41.43055165867453	1	energy	gene	450
Phosphorylethanolamine	Solyc01g103990.3	44.59872163313146	1	energy	gene	450
Phosphorylethanolamine	Solyc02g068120.3	41.80746471937022	1	energy	gene	450
Phosphorylethanolamine	Solyc07g056650.4	41.02802570333488	1	energy	gene	450
Phosphorylethanolamine	Solyc01g109330.3	54.51411736178689	1	energy	gene	450
Phosphorylethanolamine	Solyc07g042500.4	55.62755850278347	1	energy	gene	450
Phosphorylethanolamine	novel.3551	40.70262253180481	1	energy	gene	450
Phosphorylethanolamine	Solyc12g088460.3	40.6914466669826	1	energy	gene	450
Phosphorylethanolamine	Solyc09g075210.3	47.88107551384198	1	energy	gene	450
Phosphorylethanolamine	Solyc10g082063.1	55.818968903396375	1	energy	TF	450
Phosphorylethanolamine	Solyc08g067030.3	55.99646846010348	1	energy	gene	450
Phosphorylethanolamine	Solyc11g069960.2	56.000373200534725	1	energy	gene	450
Phosphorylethanolamine	Solyc01g079570.3	47.859433012224464	1	energy	gene	450
Phosphorylethanolamine	Solyc03g113270.3	40.64619354296679	1	energy	TF	450
Phosphorylethanolamine	Solyc11g005770.2	45.36545537288084	1	energy	gene	450
Phosphorylethanolamine	Solyc01g107790.2	47.79660998848913	1	energy	gene	450
Phosphorylethanolamine	Solyc02g069690.1	56.16819075454032	1	energy	gene	450
Phosphorylethanolamine	Solyc02g089030.1	56.17520870869926	1	energy	gene	450
Phosphorylethanolamine	Solyc05g009430.3	40.608879890409504	1	energy	gene	450
Phosphorylethanolamine	Solyc03g112750.4	56.180241489750415	1	energy	gene	450
Phosphorylethanolamine	Solyc10g083820.2	47.78110204368927	1	energy	gene	450
Phosphorylethanolamine	Solyc06g063070.3	56.262325267974006	1	energy	TF	450
Phosphorylethanolamine	Solyc07g006620.4	56.335098703784325	1	energy	gene	450
Phosphorylethanolamine	Solyc11g018660.2	56.62371327508795	1	energy	TF	450
Phosphorylethanolamine	Solyc08g083280.3	55.4394408328231	1	energy	gene	450
Phosphorylethanolamine	Solyc09g098115.1	48.181859354533664	1	energy	gene	450
Phosphorylethanolamine	Solyc08g075430.3	45.27658113161139	1	energy	gene	450
Phosphorylethanolamine	Solyc03g113210.3	40.7593930225253	1	energy	gene	450
Phosphorylethanolamine	Solyc06g065430.3	54.56310781942873	1	energy	gene	450
Phosphorylethanolamine	Solyc10g081300.1	54.69890660664117	1	energy	gene	450
Phosphorylethanolamine	Solyc03g118770.4	40.99523858717322	1	energy	TF	450
Phosphorylethanolamine	Solyc01g006720.4	54.73779259196327	1	energy	gene	450
Phosphorylethanolamine	Solyc08g067500.1	54.76104905550259	1	energy	gene	450
Phosphorylethanolamine	Solyc03g118310.4	54.77303399494507	1	energy	TF	450
Phosphorylethanolamine	Solyc05g008020.4	45.08316048913527	1	energy	gene	450
Phosphorylethanolamine	Solyc01g098440.3	47.9787480025385	1	energy	gene	450
Phosphorylethanolamine	Solyc11g011050.2	54.93411511931126	1	energy	TF	450
Phosphorylethanolamine	Solyc05g005480.2	40.90618104557975	1	energy	gene	450
Phosphorylethanolamine	Solyc02g077300.2	40.90073298878061	1	energy	gene	450
Phosphorylethanolamine	Solyc04g006960.3	40.88967461874687	1	energy	gene	450
Phosphorylethanolamine	Solyc02g077640.1	40.87905692918937	1	energy	gene	450
Phosphorylethanolamine	Solyc04g007960.4	55.0394246079585	1	energy	gene	450
Phosphorylethanolamine	Solyc06g035760.4	45.139403623652406	1	energy	gene	450
Phosphorylethanolamine	Solyc01g106650.3	50.01136752774158	1	energy	gene	450
Phosphorylethanolamine	Solyc01g105600.3	55.06992152329663	1	energy	gene	450
Phosphorylethanolamine	Solyc02g063450.4	40.78287857278133	1	energy	gene	450
Phosphorylethanolamine	Solyc02g089860.1	45.16506933167288	1	energy	gene	450
Phosphorylethanolamine	Solyc03g033550.3	45.17558409692892	1	energy	gene	450
Phosphorylethanolamine	Beta-Leucine	52.39330472448447	1	energy	energy	450
Phosphorylethanolamine	Solyc12g044310.2	52.301185319753664	1	energy	gene	450
Phosphorylethanolamine	Solyc08g014580.4	52.25738718779131	1	energy	gene	450
Phosphorylethanolamine	Solyc09g007760.4	50.58414283896941	1	energy	gene	450
Phosphorylethanolamine	Solyc10g084060.2	50.62640038290217	1	energy	gene	450
Phosphorylethanolamine	Solyc09g008380.3	50.63062334283265	1	energy	gene	450
Phosphorylethanolamine	Solyc03g121470.4	43.87671939574784	1	energy	gene	450
Phosphorylethanolamine	Solyc07g006075.1	43.00687365289912	1	energy	gene	450
Phosphorylethanolamine	Solyc07g026650.3	43.95934058537146	1	energy	gene	450
Phosphorylethanolamine	Solyc04g071560.4	42.97316922179653	1	energy	gene	450
Phosphorylethanolamine	Solyc12g088190.2	42.95414611575813	1	energy	gene	450
Phosphorylethanolamine	Solyc07g056310.3	42.89045987549575	1	energy	gene	450
Phosphorylethanolamine	Solyc04g078470.3	43.9859300909733	1	energy	gene	450
Phosphorylethanolamine	Solyc03g026210.4	43.98869685847608	1	energy	gene	450
Phosphorylethanolamine	Solyc08g076960.1	42.83821440624925	1	energy	gene	450
Phosphorylethanolamine	Solyc03g006290.4	51.103674246016304	1	energy	gene	450
Phosphorylethanolamine	Solyc11g011300.2	42.80304652455545	1	energy	gene	450
Phosphorylethanolamine	Solyc03g114240.4	49.36606633850207	1	energy	gene	450
Phosphorylethanolamine	Solyc11g066970.3	51.13398668492807	1	energy	gene	450
Phosphorylethanolamine	Solyc10g074920.2	42.76498497400971	1	energy	gene	450
Phosphorylethanolamine	Solyc09g010995.1	42.75969356067601	1	energy	gene	450
Phosphorylethanolamine	Solyc01g068140.4	51.23338148783836	1	energy	gene	450
Phosphorylethanolamine	Solyc08g068420.3	50.58187622946161	1	energy	gene	450
Phosphorylethanolamine	Solyc07g056360.1	44.004495781699525	1	energy	gene	450
Phosphorylethanolamine	Solyc04g077190.4	50.56035562586063	1	energy	gene	450
Phosphorylethanolamine	Solyc07g045420.4	43.10632499870886	1	energy	gene	450
Phosphorylethanolamine	Solyc12g005700.2	50.02794013211129	1	energy	gene	450
Phosphorylethanolamine	Solyc06g072830.4	43.50885679242855	1	energy	gene	450
Phosphorylethanolamine	Solyc02g021260.3	50.0661700995852	1	energy	TF	450
Phosphorylethanolamine	Solyc05g051290.4	49.87098510672944	1	energy	gene	450
Phosphorylethanolamine	Solyc01g096340.3	43.60856640259727	1	energy	gene	450
Phosphorylethanolamine	Solyc02g086480.1	43.36696164461729	1	energy	TF	450
Phosphorylethanolamine	Solyc12g042500.2	43.35626443764289	1	energy	gene	450
Phosphorylethanolamine	Solyc02g069440.3	43.338157015662425	1	energy	TF	450
Phosphorylethanolamine	Solyc03g083360.3	43.33186151919119	1	energy	gene	450
Phosphorylethanolamine	Solyc01g102400.3	43.297783477885766	1	energy	gene	450
Phosphorylethanolamine	Solyc02g077080.3	43.61122885803939	1	energy	gene	450
Phosphorylethanolamine	Solyc06g071190.4	43.70941503648981	1	energy	gene	450
Phosphorylethanolamine	Solyc11g007150.2	49.69828289056336	1	energy	gene	450
Phosphorylethanolamine	Solyc06g075370.3	50.47340894884875	1	energy	TF	450
Phosphorylethanolamine	Solyc12g088910.3	43.189828754505385	1	energy	gene	450
Phosphorylethanolamine	Solyc08g081940.3	49.66305563500652	1	energy	gene	450
Phosphorylethanolamine	Solyc11g072500.2	43.16127617753739	1	energy	TF	450
Phosphorylethanolamine	Solyc07g051930.3	43.13985415982601	1	energy	gene	450
Phosphorylethanolamine	Solyc11g008810.2	43.12430846132085	1	energy	gene	450
Phosphorylethanolamine	Solyc11g072890.1	49.60793500634803	1	energy	gene	450
Phosphorylethanolamine	Solyc11g011630.3	42.66437728273355	1	energy	gene	450
Phosphorylethanolamine	Solyc01g005680.4	42.64337877885097	1	energy	gene	450
Phosphorylethanolamine	Solyc02g084005.1	49.34511747849808	1	energy	gene	450
Phosphorylethanolamine	Solyc06g065870.3	51.88523532087764	1	energy	gene	450
Phosphorylethanolamine	Solyc09g092670.3	51.91665407437621	1	energy	gene	450
Phosphorylethanolamine	Solyc10g080690.2	42.098558291040426	1	energy	gene	450
Phosphorylethanolamine	Solyc02g092350.3	42.09425878751579	1	energy	gene	450
Phosphorylethanolamine	Solyc03g123380.1	42.06334085960477	1	energy	gene	450
Phosphorylethanolamine	Solyc03g044220.1	51.926184357804026	1	energy	gene	450
Phosphorylethanolamine	Solyc05g056440.3	44.31173862876103	1	energy	gene	450
Phosphorylethanolamine	Solyc10g080730.3	44.31998816874091	1	energy	gene	450
Phosphorylethanolamine	Solyc11g072980.1	51.98127326568969	1	energy	gene	450
Phosphorylethanolamine	Solyc01g091930.3	41.9978762945724	1	energy	gene	450
Phosphorylethanolamine	Solyc01g100040.3	41.99163019756449	1	energy	gene	450
Phosphorylethanolamine	Solyc02g077420.3	41.99092143838844	1	energy	gene	450
Phosphorylethanolamine	Solyc04g077780.3	41.97267196008804	1	energy	TF	450
Phosphorylethanolamine	Solyc10g081730.2	51.99508484911686	1	energy	gene	450
Phosphorylethanolamine	Solyc05g049980.3	52.06547242103666	1	energy	gene	450
Phosphorylethanolamine	Solyc06g083070.3	52.11976993072973	1	energy	gene	450
Phosphorylethanolamine	Solyc07g052690.4	46.86423869618047	1	energy	gene	450
Phosphorylethanolamine	Solyc09g048980.4	52.2530107051464	1	energy	gene	450
Phosphorylethanolamine	Solyc10g084420.2	41.892877820183685	1	energy	gene	450
Phosphorylethanolamine	Solyc01g008780.3	49.20496096854593	1	energy	gene	450
Phosphorylethanolamine	Solyc07g066050.4	42.26695092546522	1	energy	gene	450
Phosphorylethanolamine	Solyc04g071400.4	42.27855607944228	1	energy	gene	450
Phosphorylethanolamine	Solyc01g097650.3	44.22838677178816	1	energy	gene	450
Phosphorylethanolamine	Solyc05g046020.3	44.03786017393119	1	energy	gene	450
Phosphorylethanolamine	Solyc06g036640.4	42.63849320236132	1	energy	gene	450
Phosphorylethanolamine	Solyc04g053030.1	42.6332358366242	1	energy	gene	450
Phosphorylethanolamine	Solyc06g060140.4	44.04871899590216	1	energy	gene	450
Phosphorylethanolamine	Solyc05g014250.3	51.40554360518587	1	energy	gene	450
Phosphorylethanolamine	Solyc01g008050.4	42.56494307257474	1	energy	gene	450
Phosphorylethanolamine	Solyc01g090120.3	49.33784221320504	1	energy	gene	450
Phosphorylethanolamine	Solyc01g107590.3	42.44128958832439	1	energy	gene	450
Phosphorylethanolamine	Solyc07g056290.2	51.44079010830813	1	energy	gene	450
Phosphorylethanolamine	Solyc08g066810.3	40.48449758422468	1	energy	gene	450
Phosphorylethanolamine	Solyc11g007945.1	42.437483723797136	1	energy	gene	450
Phosphorylethanolamine	Solyc08g080090.3	44.08478511336126	1	energy	gene	450
Phosphorylethanolamine	Solyc09g092270.3	42.37943558006335	1	energy	gene	450
Phosphorylethanolamine	Solyc09g098110.4	49.23249166871271	1	energy	TF	450
Phosphorylethanolamine	Solyc01g104780.3	51.6092511127512	1	energy	gene	450
Phosphorylethanolamine	Solyc03g121100.4	44.10987607797895	1	energy	gene	450
Phosphorylethanolamine	Solyc08g006740.3	44.130196469717134	1	energy	gene	450
Phosphorylethanolamine	Solyc04g064760.3	42.307606441161234	1	energy	gene	450
Phosphorylethanolamine	Solyc03g114310.3	44.21372415377482	1	energy	gene	450
