"","group","Description","pvalue","ratio"
"GO:1902600","C3","proton transmembrane transport",0.0377327925065365,"3/115"
"GO:0009124","C3","nucleoside monophosphate biosynthetic process",0.0381338203299816,"4/115"
"GO:19011371","C3","carbohydrate derivative biosynthetic process",0.0410558115742052,"8/115"
"GO:0015672","C3","monovalent inorganic cation transport",0.0477020826629013,"3/115"
"GO:0000819","C3","sister chromatid segregation",0.0494422703399787,"2/115"
"GO:0009150","C3","purine ribonucleotide metabolic process",0.0513834977065511,"5/115"
"GO:0006163","C3","purine nucleotide metabolic process",0.0535844307367721,"5/115"
"GO:00086101","C3","lipid biosynthetic process",0.0554519190469048,"9/115"
"GO:0009152","C3","purine ribonucleotide biosynthetic process",0.0559376593702325,"4/115"
"GO:00068111","C3","ion transport",0.0582778857973061,"7/115"
"GO:0006164","C3","purine nucleotide biosynthetic process",0.0587917735638114,"4/115"
"GO:0009084","C3","glutamine family amino acid biosynthetic process",0.0620801574206802,"2/115"
"GO:0009259","C3","ribonucleotide metabolic process",0.0654044139828523,"5/115"
"GO:0006096","C3","glycolytic process",0.0687667050055217,"2/115"
"GO:0006165","C3","nucleoside diphosphate phosphorylation",0.0687667050055217,"2/115"
"GO:0006757","C3","ATP generation from ADP",0.0687667050055217,"2/115"
"GO:0009132","C3","nucleoside diphosphate metabolic process",0.0687667050055217,"2/115"
"GO:0009135","C3","purine nucleoside diphosphate metabolic process",0.0687667050055217,"2/115"
"GO:0009179","C3","purine ribonucleoside diphosphate metabolic process",0.0687667050055217,"2/115"
"GO:0009185","C3","ribonucleoside diphosphate metabolic process",0.0687667050055217,"2/115"
"GO:0042866","C3","pyruvate biosynthetic process",0.0687667050055217,"2/115"
"GO:0046031","C3","ADP metabolic process",0.0687667050055217,"2/115"
"GO:0046939","C3","nucleotide phosphorylation",0.0687667050055217,"2/115"
"GO:0098813","C3","nuclear chromosome segregation",0.0687667050055217,"2/115"
"GO:00425922","C3","homeostatic process",0.0694675455453691,"7/115"
"GO:0006812","C3","cation transport",0.0705116771985538,"5/115"
"GO:0009260","C3","ribonucleotide biosynthetic process",0.0742037634584284,"4/115"
"GO:0046390","C3","ribose phosphate biosynthetic process",0.0742037634584284,"4/115"
"GO:00197252","C3","cellular homeostasis",0.0758209428649257,"6/115"
"GO:19011352","C3","carbohydrate derivative metabolic process",0.0766989689830019,"10/115"
"GO:00344041","C3","nucleobase-containing small molecule biosynthetic process",0.0798094742223534,"3/115"
"GO:00346221","C3","cellular protein-containing complex assembly",0.0805762400043877,"6/115"
"GO:00723301","C3","monocarboxylic acid biosynthetic process",0.0813695325403145,"5/115"
"GO:0015985","C3","energy coupled proton transport, down electrochemical gradient",0.0827994352047435,"2/115"
"GO:0015986","C3","ATP synthesis coupled proton transport",0.0827994352047435,"2/115"
"GO:0098662","C3","inorganic cation transmembrane transport",0.0843484545029869,"3/115"
"GO:00706471","C3","protein modification by small protein conjugation or removal",0.0878663724756503,"4/115"
"GO:00065951","C3","polyamine metabolic process",0.0901171135343068,"2/115"
"GO:00065961","C3","polyamine biosynthetic process",0.0901171135343068,"2/115"
"GO:00342201","C3","ion transmembrane transport",0.0914609030677448,"4/115"
"GO:0019693","C3","ribose phosphate metabolic process",0.0930711228896177,"5/115"
"GO:0098655","C3","cation transmembrane transport",0.0937490779070224,"3/115"
"GO:0098660","C3","inorganic ion transmembrane transport",0.0986052608913364,"3/115"
"GO:00067791","C3","porphyrin-containing compound biosynthetic process",0.105287926763843,"2/115"
"GO:00160531","C3","organic acid biosynthetic process",0.108961608264476,"8/115"
"GO:00463941","C3","carboxylic acid biosynthetic process",0.108961608264476,"8/115"
"GO:0019359","C3","nicotinamide nucleotide biosynthetic process",0.113115755930949,"2/115"
"GO:0019363","C3","pyridine nucleotide biosynthetic process",0.113115755930949,"2/115"
"GO:00650031","C3","protein-containing complex assembly",0.118401673034228,"6/115"
"GO:00199411","C3","modification-dependent protein catabolic process",0.118908041948134,"5/115"
"GO:0009166","C3","nucleotide catabolic process",0.121089158001179,"2/115"
"GO:00093091","C3","amine biosynthetic process",0.121089158001179,"2/115"
"GO:00424011","C3","cellular biogenic amine biosynthetic process",0.121089158001179,"2/115"
"GO:1901292","C3","nucleoside phosphate catabolic process",0.121089158001179,"2/115"
"GO:0090407","C3","organophosphate biosynthetic process",0.121397908526588,"6/115"
"GO:00436321","C3","modification-dependent macromolecule catabolic process",0.122356422778747,"5/115"
"GO:0000278","C3","mitotic cell cycle",0.124331599848995,"3/115"
"GO:00158491","C3","organic acid transport",0.129196698228862,"2/115"
"GO:00469421","C3","carboxylic acid transport",0.129196698228862,"2/115"
"GO:0034655","C3","nucleobase-containing compound catabolic process",0.135242316079145,"3/115"
"GO:00330141","C3","tetrapyrrole biosynthetic process",0.137427400498931,"2/115"
"GO:00226071","C3","cellular component assembly",0.140395558960593,"7/115"
"GO:0009664","C3","plant-type cell wall organization",0.145770732165156,"2/115"
"GO:0019637","C3","organophosphate metabolic process",0.152265132495343,"8/115"
"GO:00442651","C3","cellular macromolecule catabolic process",0.153372844808058,"6/115"
"GO:00065761","C3","cellular biogenic amine metabolic process",0.154216589343115,"2/115"
"GO:00067781","C3","porphyrin-containing compound metabolic process",0.154216589343115,"2/115"
"GO:00441061","C3","cellular amine metabolic process",0.154216589343115,"2/115"
"GO:0072525","C3","pyridine-containing compound biosynthetic process",0.154216589343115,"2/115"
"GO:0006090","C3","pyruvate metabolic process",0.162755282645074,"2/115"
"GO:00171441","C3","drug metabolic process",0.165634534243453,"10/115"
"GO:00439331","C3","protein-containing complex subunit organization",0.167129964139218,"6/115"
"GO:00516031","C3","proteolysis involved in cellular protein catabolic process",0.167197417875258,"5/115"
"GO:00101541","C3","fruit development",0.171377523344283,"2/115"
"GO:0072350","C3","tricarboxylic acid metabolic process",0.171377523344283,"2/115"
"GO:0009165","C3","nucleotide biosynthetic process",0.171774504228408,"4/115"
"GO:00442551","C3","cellular lipid metabolic process",0.175180049100421,"8/115"
"GO:00442571","C3","cellular protein catabolic process",0.175242894131353,"5/115"
"GO:1901293","C3","nucleoside phosphate biosynthetic process",0.176548914835689,"4/115"
"GO:0046434","C3","organophosphate catabolic process",0.180074409956562,"2/115"
"GO:0006633","C3","fatty acid biosynthetic process",0.181836344688496,"3/115"
"GO:0006644","C3","phospholipid metabolic process",0.187943820571052,"3/115"
"GO:00066941","C3","steroid biosynthetic process",0.18883741522733,"2/115"
"GO:00157111","C3","organic anion transport",0.18883741522733,"2/115"
"GO:00330131","C3","tetrapyrrole metabolic process",0.18883741522733,"2/115"
"GO:00550861","C3","nucleobase-containing small molecule metabolic process",0.192408941801063,"6/115"
"GO:0046700","C3","heterocycle catabolic process",0.194104519795164,"3/115"
"GO:00424461","C3","hormone biosynthetic process",0.197658373512607,"2/115"
"GO:0044270","C3","cellular nitrogen compound catabolic process",0.206574197075531,"3/115"
"GO:0006753","C3","nucleoside phosphate metabolic process",0.208832301367626,"5/115"
"GO:0009117","C3","nucleotide metabolic process",0.208832301367626,"5/115"
"GO:00442832","C3","small molecule biosynthetic process",0.209061757981761,"9/115"
"GO:00511881","C3","cofactor biosynthetic process",0.211164298530407,"4/115"
"GO:0006119","C3","oxidative phosphorylation",0.217014494231434,"1/115"
"GO:0009409","C3","response to cold",0.217014494231434,"1/115"
"GO:0009627","C3","systemic acquired resistance",0.217014494231434,"1/115"
"GO:00161291","C3","phytosteroid biosynthetic process",0.217014494231434,"1/115"
"GO:0042773","C3","ATP synthesis coupled electron transport",0.217014494231434,"1/115"
"GO:0048646","C3","anatomical structure formation involved in morphogenesis",0.217014494231434,"1/115"
"GO:00550881","C3","lipid homeostasis",0.217014494231434,"1/115"
"GO:1905393","C3","plant organ formation",0.217014494231434,"1/115"
"GO:00327871","C3","monocarboxylic acid metabolic process",0.217548406613358,"5/115"
"GO:0019362","C3","pyridine nucleotide metabolic process",0.224392479806587,"2/115"
"GO:0046496","C3","nicotinamide nucleotide metabolic process",0.224392479806587,"2/115"
"GO:00301631","C3","protein catabolic process",0.226378425876982,"5/115"
"GO:0071669","C3","plant-type cell wall organization or biogenesis",0.2333704053901,"2/115"
"GO:0006022","C3","aminoglycan metabolic process",0.235959020459793,"1/115"
"GO:0006026","C3","aminoglycan catabolic process",0.235959020459793,"1/115"
"GO:0006030","C3","chitin metabolic process",0.235959020459793,"1/115"
"GO:0006032","C3","chitin catabolic process",0.235959020459793,"1/115"
"GO:00063021","C3","double-strand break repair",0.235959020459793,"1/115"
"GO:0009790","C3","embryo development",0.235959020459793,"1/115"
"GO:0009793","C3","embryo development ending in seed dormancy",0.235959020459793,"1/115"
"GO:0009832","C3","plant-type cell wall biogenesis",0.235959020459793,"1/115"
"GO:0016998","C3","cell wall macromolecule catabolic process",0.235959020459793,"1/115"
"GO:0030198","C3","extracellular matrix organization",0.235959020459793,"1/115"
"GO:00421681","C3","heme metabolic process",0.235959020459793,"1/115"
"GO:00424511","C3","purine nucleoside biosynthetic process",0.235959020459793,"1/115"
"GO:0043062","C3","extracellular structure organization",0.235959020459793,"1/115"
"GO:00461291","C3","purine ribonucleoside biosynthetic process",0.235959020459793,"1/115"
"GO:0046348","C3","amino sugar catabolic process",0.235959020459793,"1/115"
"GO:1901071","C3","glucosamine-containing compound metabolic process",0.235959020459793,"1/115"
"GO:1901072","C3","glucosamine-containing compound catabolic process",0.235959020459793,"1/115"
"GO:00066311","C3","fatty acid metabolic process",0.244969919560565,"3/115"
"GO:00650082","C3","regulation of biological quality",0.245309886247862,"8/115"
"GO:0008654","C3","phospholipid biosynthetic process",0.251386416712622,"2/115"
"GO:0042546","C3","cell wall biogenesis",0.251386416712622,"2/115"
"GO:00461481","C3","pigment biosynthetic process",0.251386416712622,"2/115"
"GO:0000387","C3","spliceosomal snRNP assembly",0.25444906941752,"1/115"
"GO:0003333","C3","amino acid transmembrane transport",0.25444906941752,"1/115"
"GO:0006040","C3","amino sugar metabolic process",0.25444906941752,"1/115"
"GO:0006284","C3","base-excision repair",0.25444906941752,"1/115"
"GO:0015995","C3","chlorophyll biosynthetic process",0.25444906941752,"1/115"
"GO:00161281","C3","phytosteroid metabolic process",0.25444906941752,"1/115"
"GO:0034599","C3","cellular response to oxidative stress",0.25444906941752,"1/115"
"GO:0019439","C3","aromatic compound catabolic process",0.258026042415422,"3/115"
"GO:00442721","C3","sulfur compound biosynthetic process",0.260412305278995,"2/115"
"GO:0006720","C3","isoprenoid metabolic process",0.264590829599919,"3/115"
"GO:19016071","C3","alpha-amino acid biosynthetic process",0.264590829599919,"3/115"
"GO:00090641","C3","glutamine family amino acid metabolic process",0.269442446831828,"2/115"
"GO:0072524","C3","pyridine-containing compound metabolic process",0.269442446831828,"2/115"
"GO:0000070","C3","mitotic sister chromatid segregation",0.272495450604004,"1/115"
"GO:0006865","C3","amino acid transport",0.272495450604004,"1/115"
"GO:1905392","C3","plant organ morphogenesis",0.272495450604004,"1/115"
"GO:1901361","C3","organic cyclic compound catabolic process",0.277781576848114,"3/115"
"GO:00072752","C3","multicellular organism development",0.286070381013068,"5/115"
"GO:0006733","C3","oxidoreduction coenzyme metabolic process",0.287494066453672,"2/115"
"GO:0044036","C3","cell wall macromolecule metabolic process",0.287494066453672,"2/115"
"GO:0006525","C3","arginine metabolic process",0.290108718642013,"1/115"
"GO:00065341","C3","cysteine metabolic process",0.290108718642013,"1/115"
"GO:0006857","C3","oligopeptide transport",0.290108718642013,"1/115"
"GO:0006890","C3","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",0.290108718642013,"1/115"
"GO:0009835","C3","fruit ripening",0.290108718642013,"1/115"
"GO:0022622","C3","root system development",0.290108718642013,"1/115"
"GO:0022904","C3","respiratory electron transport chain",0.290108718642013,"1/115"
"GO:0048364","C3","root development",0.290108718642013,"1/115"
"GO:00064571","C3","protein folding",0.304341785622754,"3/115"
"GO:00065081","C3","proteolysis",0.305050851918289,"5/115"
"GO:00068201","C3","anion transport",0.305500924923361,"2/115"
"GO:00082021","C3","steroid metabolic process",0.305500924923361,"2/115"
"GO:00424401","C3","pigment metabolic process",0.305500924923361,"2/115"
"GO:0045333","C3","cellular respiration",0.305500924923361,"2/115"
"GO:0009814","C3","defense response, incompatible interaction",0.307299179235015,"1/115"
"GO:00483161","C3","seed development",0.307299179235015,"1/115"
"GO:0140014","C3","mitotic nuclear division",0.307299179235015,"1/115"
"GO:00069961","C3","organelle organization",0.30864695817209,"8/115"
"GO:00440851","C3","cellular component biogenesis",0.31591838418073,"8/115"
"GO:0000097","C3","sulfur amino acid biosynthetic process",0.324076894986484,"1/115"
"GO:0006006","C3","glucose metabolic process",0.324076894986484,"1/115"
"GO:0015994","C3","chlorophyll metabolic process",0.324076894986484,"1/115"
"GO:00461281","C3","purine ribonucleoside metabolic process",0.324076894986484,"1/115"
"GO:19038251","C3","organic acid transmembrane transport",0.324076894986484,"1/115"
"GO:19050391","C3","carboxylic acid transmembrane transport",0.324076894986484,"1/115"
"GO:19015751","C3","organic substance catabolic process",0.327677079508855,"11/115"
"GO:0006091","C3","generation of precursor metabolites and energy",0.329105864803845,"4/115"
"GO:00093081","C3","amine metabolic process",0.332348295079073,"2/115"
"GO:00160421","C3","lipid catabolic process",0.332348295079073,"2/115"
"GO:00424451","C3","hormone metabolic process",0.332348295079073,"2/115"
"GO:00091631","C3","nucleoside biosynthetic process",0.340451691084346,"1/115"
"GO:00422781","C3","purine nucleoside metabolic process",0.340451691084346,"1/115"
"GO:00424551","C3","ribonucleoside biosynthetic process",0.340451691084346,"1/115"
"GO:00062592","C3","DNA metabolic process",0.343536643812851,"5/115"
"GO:19015651","C3","organonitrogen compound catabolic process",0.348530820713124,"6/115"
"GO:0007568","C3","aging",0.356433160853689,"1/115"
"GO:0021700","C3","developmental maturation",0.356433160853689,"1/115"
"GO:0071695","C3","anatomical structure maturation",0.356433160853689,"1/115"
"GO:19016591","C3","glycosyl compound biosynthetic process",0.356433160853689,"1/115"
