"","group","Description","pvalue","ratio"
"GO:0033554","C1","cellular response to stress",0.930695497544387,"1/88"
"GO:0034613","C1","cellular protein localization",0.940581329865998,"1/88"
"GO:0070727","C1","cellular macromolecule localization",0.941714585820006,"1/88"
"GO:0046907","C1","intracellular transport",0.950043776838503,"1/88"
"GO:0051649","C1","establishment of localization in cell",0.956359052755733,"1/88"
"GO:0006996","C1","organelle organization",0.961111404694119,"2/88"
"GO:0048856","C1","anatomical structure development",0.961883900354129,"1/88"
"GO:0044085","C1","cellular component biogenesis",0.96236672093969,"2/88"
"GO:0032501","C1","multicellular organismal process",0.967982036405126,"1/88"
"GO:0033036","C1","macromolecule localization",0.968087749383617,"2/88"
"GO:0051641","C1","cellular localization",0.970942044769473,"1/88"
"GO:0043603","C1","cellular amide metabolic process",0.977146107002707,"3/88"
"GO:0006412","C1","translation",0.997709275363556,"1/88"
"GO:0043043","C1","peptide biosynthetic process",0.997754595455284,"1/88"
"GO:0006518","C1","peptide metabolic process",0.998495771960333,"1/88"
"GO:0043604","C1","amide biosynthetic process",0.998666587323134,"1/88"
"GO:0015995","C2","chlorophyll biosynthetic process",3.07604674674299e-05,"3/26"
"GO:0015994","C2","chlorophyll metabolic process",7.71714133384918e-05,"3/26"
"GO:0006779","C2","porphyrin-containing compound biosynthetic process",0.000237937889234626,"3/26"
"GO:0033014","C2","tetrapyrrole biosynthetic process",0.000387324210787587,"3/26"
"GO:0006778","C2","porphyrin-containing compound metabolic process",0.000480363458038546,"3/26"
"GO:0033013","C2","tetrapyrrole metabolic process",0.00070694016007157,"3/26"
"GO:0006457","C2","protein folding",0.00083292550432187,"4/26"
"GO:0046148","C2","pigment biosynthetic process",0.00124812313333338,"3/26"
"GO:0009648","C2","photoperiodism",0.00125536801258372,"2/26"
"GO:0048573","C2","photoperiodism, flowering",0.00125536801258372,"2/26"
"GO:00511881","C2","cofactor biosynthetic process",0.00177952505827683,"4/26"
"GO:0042440","C2","pigment metabolic process",0.00187647316700253,"3/26"
"GO:0010228","C2","vegetative to reproductive phase transition of meristem",0.00215415915621752,"2/26"
"GO:0042026","C2","protein refolding",0.00215415915621752,"2/26"
"GO:00485831","C2","regulation of response to stimulus",0.00526212242949833,"3/26"
"GO:00511861","C2","cofactor metabolic process",0.00607675632401067,"5/26"
"GO:2000241","C2","regulation of reproductive process",0.00675686071061374,"2/26"
"GO:0048580","C2","regulation of post-embryonic development",0.00859306320893158,"2/26"
"GO:0048608","C2","reproductive structure development",0.010268117582021,"3/26"
"GO:0061458","C2","reproductive system development",0.010268117582021,"3/26"
"GO:0003006","C2","developmental process involved in reproduction",0.0109492828604957,"3/26"
"GO:00488561","C2","anatomical structure development",0.0131826935926968,"4/26"
"GO:2000026","C2","regulation of multicellular organismal development",0.0161101285460682,"2/26"
"GO:0051239","C2","regulation of multicellular organismal process",0.0187600000220061,"2/26"
"GO:00325021","C2","developmental process",0.0197438806494131,"4/26"
"GO:0048731","C2","system development",0.0222068269880528,"3/26"
"GO:0050793","C2","regulation of developmental process",0.0235545264069565,"2/26"
"GO:00159791","C2","photosynthesis",0.0243428991396887,"3/26"
"GO:00507901","C2","regulation of catalytic activity",0.0255996465911912,"2/26"
"GO:00650091","C2","regulation of molecular function",0.0277149938111505,"2/26"
"GO:00000031","C2","reproduction",0.0326763580584829,"3/26"
"GO:00224141","C2","reproductive process",0.0326763580584829,"3/26"
"GO:19017011","C2","cellular response to oxygen-containing compound",0.0356482115453673,"2/26"
"GO:00108171","C2","regulation of hormone levels",0.0417914200855143,"2/26"
"GO:0007275","C2","multicellular organism development",0.0453337991632567,"3/26"
"GO:0009926","C2","auxin polar transport",0.0533150320696665,"1/26"
"GO:0097237","C2","cellular response to toxic substance",0.0533150320696665,"1/26"
"GO:0098754","C2","detoxification",0.0533150320696665,"1/26"
"GO:1990748","C2","cellular detoxification",0.0533150320696665,"1/26"
"GO:00094161","C2","response to light stimulus",0.0580023023504414,"2/26"
"GO:0006022","C2","aminoglycan metabolic process",0.0584936159464157,"1/26"
"GO:0006026","C2","aminoglycan catabolic process",0.0584936159464157,"1/26"
"GO:0006030","C2","chitin metabolic process",0.0584936159464157,"1/26"
"GO:0006032","C2","chitin catabolic process",0.0584936159464157,"1/26"
"GO:0006302","C2","double-strand break repair",0.0584936159464157,"1/26"
"GO:0009914","C2","hormone transport",0.0584936159464157,"1/26"
"GO:0016998","C2","cell wall macromolecule catabolic process",0.0584936159464157,"1/26"
"GO:0034762","C2","regulation of transmembrane transport",0.0584936159464157,"1/26"
"GO:0034765","C2","regulation of ion transmembrane transport",0.0584936159464157,"1/26"
"GO:00421811","C2","ketone biosynthetic process",0.0584936159464157,"1/26"
"GO:0046348","C2","amino sugar catabolic process",0.0584936159464157,"1/26"
"GO:0051336","C2","regulation of hydrolase activity",0.0584936159464157,"1/26"
"GO:0060918","C2","auxin transport",0.0584936159464157,"1/26"
"GO:1901071","C2","glucosamine-containing compound metabolic process",0.0584936159464157,"1/26"
"GO:1901072","C2","glucosamine-containing compound catabolic process",0.0584936159464157,"1/26"
"GO:19016611","C2","quinone metabolic process",0.0584936159464157,"1/26"
"GO:19016631","C2","quinone biosynthetic process",0.0584936159464157,"1/26"
"GO:00093141","C2","response to radiation",0.0608896597369757,"2/26"
"GO:0006040","C2","amino sugar metabolic process",0.0636449555898067,"1/26"
"GO:0034599","C2","cellular response to oxidative stress",0.0636449555898067,"1/26"
"GO:0009738","C2","abscisic acid-activated signaling pathway",0.0687691886259383,"1/26"
"GO:0043269","C2","regulation of ion transport",0.0687691886259383,"1/26"
"GO:0071215","C2","cellular response to abscisic acid stimulus",0.0687691886259383,"1/26"
"GO:0097306","C2","cellular response to alcohol",0.0687691886259383,"1/26"
"GO:0006749","C2","glutathione metabolic process",0.0738664520145127,"1/26"
"GO:0009835","C2","fruit ripening",0.0738664520145127,"1/26"
"GO:00325011","C2","multicellular organismal process",0.0739831562963964,"3/26"
"GO:0048584","C2","positive regulation of response to stimulus",0.0789368820519146,"1/26"
"GO:0009791","C2","post-embryonic development",0.0824105988153146,"2/26"
"GO:00421801","C2","cellular ketone metabolic process",0.0839806143742924,"1/26"
"GO:00069791","C2","response to oxidative stress",0.092266569102377,"2/26"
"GO:0000302","C2","response to reactive oxygen species",0.0939885251357138,"1/26"
"GO:0007568","C2","aging",0.0939885251357138,"1/26"
"GO:0021700","C2","developmental maturation",0.0939885251357138,"1/26"
"GO:0051049","C2","regulation of transport",0.0939885251357138,"1/26"
"GO:0071695","C2","anatomical structure maturation",0.0939885251357138,"1/26"
"GO:0009636","C2","response to toxic substance",0.0989529715733264,"1/26"
"GO:00065951","C2","polyamine metabolic process",0.108803511693628,"1/26"
"GO:00065961","C2","polyamine biosynthetic process",0.108803511693628,"1/26"
"GO:19017001","C2","response to oxygen-containing compound",0.111180552344526,"2/26"
"GO:0016311","C2","dephosphorylation",0.113689869495392,"1/26"
"GO:0032879","C2","regulation of localization",0.118550460803791,"1/26"
"GO:0043085","C2","positive regulation of catalytic activity",0.118550460803791,"1/26"
"GO:19011361","C2","carbohydrate derivative catabolic process",0.123385416082083,"1/26"
"GO:00093091","C2","amine biosynthetic process",0.128194865160341,"1/26"
"GO:00424011","C2","cellular biogenic amine biosynthetic process",0.128194865160341,"1/26"
"GO:0044093","C2","positive regulation of molecular function",0.128194865160341,"1/26"
"GO:00713961","C2","cellular response to lipid",0.128194865160341,"1/26"
"GO:0006310","C2","DNA recombination",0.137737760888767,"1/26"
"GO:0009737","C2","response to abscisic acid",0.137737760888767,"1/26"
"GO:0097305","C2","response to alcohol",0.137737760888767,"1/26"
"GO:0006418","C2","tRNA aminoacylation for protein translation",0.147180174077399,"1/26"
"GO:00065761","C2","cellular biogenic amine metabolic process",0.147180174077399,"1/26"
"GO:00068871","C2","exocytosis",0.147180174077399,"1/26"
"GO:00329401","C2","secretion by cell",0.147180174077399,"1/26"
"GO:00441061","C2","cellular amine metabolic process",0.147180174077399,"1/26"
"GO:00650081","C2","regulation of biological quality",0.149470642007894,"3/26"
"GO:0080134","C2","regulation of response to stress",0.151864017650274,"1/26"
"GO:0010154","C2","fruit development",0.15652312087045,"1/26"
"GO:0043038","C2","amino acid activation",0.15652312087045,"1/26"
"GO:0043039","C2","tRNA aminoacylation",0.15652312087045,"1/26"
"GO:00469031","C2","secretion",0.15652312087045,"1/26"
"GO:00708871","C2","cellular response to chemical stimulus",0.16126355185123,"2/26"
"GO:00192201","C2","regulation of phosphate metabolic process",0.165767607560234,"1/26"
"GO:00511741","C2","regulation of phosphorus metabolic process",0.165767607560234,"1/26"
"GO:00424461","C2","hormone biosynthetic process",0.170353240161383,"1/26"
"GO:00096281","C2","response to abiotic stimulus",0.170974325659714,"2/26"
"GO:00098881","C2","tissue development",0.174914630678576,"1/26"
"GO:00335541","C2","cellular response to stress",0.178818240758422,"2/26"
"GO:00065751","C2","cellular modified amino acid metabolic process",0.179451902168076,"1/26"
"GO:00301541","C2","cell differentiation",0.179451902168076,"1/26"
"GO:0071229","C2","cellular response to acid chemical",0.183965177087397,"1/26"
"GO:00313991","C2","regulation of protein modification process",0.197362238076602,"1/26"
"GO:00517161","C2","cellular response to stimulus",0.200891962281699,"4/26"
"GO:00339931","C2","response to lipid",0.210547681507509,"1/26"
"GO:00440361","C2","cell wall macromolecule metabolic process",0.214896359533103,"1/26"
"GO:00093081","C2","amine metabolic process",0.23629651296156,"1/26"
"GO:00424451","C2","hormone metabolic process",0.23629651296156,"1/26"
"GO:00488691","C2","cellular developmental process",0.253011689562877,"1/26"
"GO:0010035","C2","response to inorganic substance",0.265316633402507,"1/26"
"GO:00065181","C2","peptide metabolic process",0.276564469373178,"3/26"
"GO:00322681","C2","regulation of cellular protein metabolic process",0.281420369214498,"1/26"
"GO:00512461","C2","regulation of protein metabolic process",0.297184411972973,"1/26"
"GO:0006399","C2","tRNA metabolic process",0.304941205183979,"1/26"
"GO:00725931","C2","reactive oxygen species metabolic process",0.304941205183979,"1/26"
"GO:00091081","C2","coenzyme biosynthetic process",0.320208575258253,"1/26"
"GO:00342201","C2","ion transmembrane transport",0.323974732736046,"1/26"
"GO:0001101","C2","response to acid chemical",0.335153213875722,"1/26"
"GO:00436031","C2","cellular amide metabolic process",0.348761420861132,"3/26"
"GO:00070171","C2","microtubule-based process",0.356979353904495,"1/26"
"GO:00422211","C2","response to chemical",0.363798639398879,"2/26"
"GO:00067901","C2","sulfur compound metabolic process",0.391833648114771,"1/26"
"GO:00062811","C2","DNA repair",0.395217411253871,"1/26"
"GO:00355561","C2","intracellular signal transduction",0.395217411253871,"1/26"
"GO:00069741","C2","cellular response to DNA damage stimulus",0.401930710737599,"1/26"
"GO:0045454","C2","cell redox homeostasis",0.401930710737599,"1/26"
"GO:00097551","C2","hormone-mediated signaling pathway",0.421643435770568,"1/26"
"GO:00328701","C2","cellular response to hormone stimulus",0.421643435770568,"1/26"
"GO:00714951","C2","cellular response to endogenous stimulus",0.421643435770568,"1/26"
"GO:00067321","C2","coenzyme metabolic process",0.431264011797187,"1/26"
"GO:00713101","C2","cellular response to organic substance",0.437592040387498,"1/26"
"GO:0034660","C2","ncRNA metabolic process",0.453117315740524,"1/26"
"GO:00071651","C2","signal transduction",0.457389217596223,"2/26"
"GO:00069501","C2","response to stress",0.458505623168136,"3/26"
"GO:00313251","C2","positive regulation of cellular metabolic process",0.459211321521155,"1/26"
"GO:00230521","C2","signaling",0.461139253157027,"2/26"
"GO:00098931","C2","positive regulation of metabolic process",0.468230060431627,"1/26"
"GO:00485221","C2","positive regulation of cellular process",0.474162018151571,"1/26"
"GO:0019725","C2","cellular homeostasis",0.494426884310265,"1/26"
"GO:00427371","C2","drug catabolic process",0.516667426247188,"1/26"
"GO:00064121","C2","translation",0.520946324520126,"2/26"
"GO:00071541","C2","cell communication",0.520946324520126,"2/26"
"GO:00430431","C2","peptide biosynthetic process",0.522694660570406,"2/26"
"GO:00485181","C2","positive regulation of biological process",0.53535355302745,"1/26"
"GO:00161921","C2","vesicle-mediated transport",0.537965619540161,"1/26"
"GO:00068111","C2","ion transport",0.550815577965919,"1/26"
"GO:0042592","C2","homeostatic process",0.56578222738435,"1/26"
"GO:00436041","C2","amide biosynthetic process",0.566749315246608,"2/26"
"GO:00062591","C2","DNA metabolic process",0.589667039391127,"1/26"
"GO:00097191","C2","response to endogenous stimulus",0.589667039391127,"1/26"
"GO:00097251","C2","response to hormone",0.589667039391127,"1/26"
"GO:00550851","C2","transmembrane transport",0.616663457614168,"1/26"
"GO:00100331","C2","response to organic substance",0.618834389895159,"1/26"
"GO:00065201","C2","cellular amino acid metabolic process",0.659850364225008,"1/26"
"GO:00715541","C2","cell wall organization or biogenesis",0.659850364225008,"1/26"
"GO:19015651","C2","organonitrogen compound catabolic process",0.671303875788231,"1/26"
"GO:00063551","C2","regulation of transcription, DNA-templated",0.697481614145325,"2/26"
"GO:19035061","C2","regulation of nucleic acid-templated transcription",0.697481614145325,"2/26"
"GO:20011411","C2","regulation of RNA biosynthetic process",0.697481614145325,"2/26"
"GO:00150311","C2","protein transport",0.698338383866449,"1/26"
"GO:00512521","C2","regulation of RNA metabolic process",0.706232043686869,"2/26"
"GO:00451841","C2","establishment of protein localization",0.706864905143222,"1/26"
"GO:00081041","C2","protein localization",0.721632117390582,"1/26"
"GO:00158331","C2","peptide transport",0.721632117390582,"1/26"
"GO:00428861","C2","amide transport",0.721632117390582,"1/26"
"GO:00192191","C2","regulation of nucleobase-containing compound metabolic process",0.723138003611574,"2/26"
"GO:00105561","C2","regulation of macromolecule biosynthetic process",0.728985966401401,"2/26"
"GO:20001121","C2","regulation of cellular macromolecule biosynthetic process",0.728985966401401,"2/26"
"GO:00098891","C2","regulation of biosynthetic process",0.734735220830304,"2/26"
"GO:00313261","C2","regulation of cellular biosynthetic process",0.734735220830304,"2/26"
"GO:00090571","C2","macromolecule catabolic process",0.746136763713515,"1/26"
"GO:00717051","C2","nitrogen compound transport",0.751930836198469,"1/26"
